School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City
Earl E. Edmondson Elementary School,"15121 Grayland Avenue, Norwalk, CA, 90650","3
",4,2,3,"['Elementary school', 'Public district']",2.3,N/A,https://www.greatschools.org/california/norwalk/2718-Earl-E.-Edmondson-Elementary-School/,Norwalk
Anna M. Glazier Elementary School,"10932 Excelsior Drive, Norwalk, CA, 90650","3
",4,3,3,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/norwalk/2723-Anna-M.-Glazier-Elementary-School/,Norwalk
Cerritos College Child Development Center,"11110 Alondra Boulevard, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/norwalk/20804-Cerritos-College-Child-Development-Center/,Norwalk
Tlc Christian Learning Center,"11553 Leffingwell Road, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",5,N/A,https://www.greatschools.org/california/norwalk/20806-Tlc-Christian-Learning-Center/,Norwalk
Ramona Head Start/State Preschool,"14616 Dinard Avenue, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Public district']",5,N/A,https://www.greatschools.org/california/norwalk/24083-Ramona-Head-Start-State-Preschool/,Norwalk
Liberty Baptist Academy,"12029 Pine Street, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/norwalk/25985-Liberty-Baptist-Academy/,Norwalk
Cesar Chavez Elementary School,"12110 Walnut Street, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Public district']",2,N/A,https://www.greatschools.org/california/norwalk/2713-Cesar-Chavez-Elementary-School/,Norwalk
New Harvest Christian,"11364 Imperial Highway, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",4.2,https://www.greatschools.org/california/norwalk/10296-New-Harvest-Christian/reviews/,https://www.greatschools.org/california/norwalk/10296-New-Harvest-Christian/,Norwalk
Norwalk-La Mirada Adult,"15711 Pioneer Boulevard, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/norwalk/14060-Norwalk-La-Mirada-Adult/,Norwalk
Three In One Christian Academy,"11242 Ferina Street, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/norwalk/16175-Three-In-One-Christian-Academy/,Norwalk
Pioneer Baptist Elementary School,"11717 Pioneer Boulevard, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/norwalk/17207-Pioneer-Baptist-Elementary-School/,Norwalk
Pioneer Baptist School,"11717 Pioneer Boulevard, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",5,N/A,https://www.greatschools.org/california/norwalk/9551-Pioneer-Baptist-School/,Norwalk
New Harvest Christian School,"PO BOX 529, Norwalk, CA, 90651","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/norwalk/33563-New-Harvest-Christian-School/,Norwalk
St. John Of God Elementary School,"13817 Pioneer Boulevard, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",5,https://www.greatschools.org/california/norwalk/7891-St.-John-Of-God-Elementary-School/reviews/,https://www.greatschools.org/california/norwalk/7891-St.-John-Of-God-Elementary-School/,Norwalk
St. Linus Elementary School,"13913 Shoemaker Avenue, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.8,N/A,https://www.greatschools.org/california/norwalk/7892-St.-Linus-Elementary-School/,Norwalk
Nazarene Christian School,"15014 Studebaker Rd, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4,N/A,https://www.greatschools.org/california/norwalk/8502-Nazarene-Christian-School/,Norwalk
Trinity Christian School,"11507 Studebaker Road, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",5,N/A,https://www.greatschools.org/california/norwalk/8536-Trinity-Christian-School/,Norwalk
Norwalk Christian School,"11129 Pioneer Boulevard, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",4.5,N/A,https://www.greatschools.org/california/norwalk/8594-Norwalk-Christian-School/,Norwalk
Trouble Free Educational School,"15706 Pioneer Blvd, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",5,N/A,https://www.greatschools.org/california/norwalk/8897-Trouble-Free-Educational-School/,Norwalk
Norwalk Christian Academy,"11005 Foster Road, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",4.8,https://www.greatschools.org/california/norwalk/8947-Norwalk-Christian-Academy/reviews/,https://www.greatschools.org/california/norwalk/8947-Norwalk-Christian-Academy/,Norwalk
Grace Christian Schools,"12722 Woods Ave, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",3,N/A,https://www.greatschools.org/california/norwalk/8948-Grace-Christian-Schools/,Norwalk
Lakeside Middle School,"11000 Kenney Street, Norwalk, CA, 90650","6
",5,7,8,"['Middle school', 'Public district']",3.3,https://www.greatschools.org/california/norwalk/2528-Lakeside-Middle-School/reviews/,https://www.greatschools.org/california/norwalk/2528-Lakeside-Middle-School/,Norwalk
Los Alisos Middle School,"14800 Jersey Avenue, Norwalk, CA, 90650","6
",7,5,6,"['Middle school', 'Public district']",3.3,https://www.greatschools.org/california/norwalk/11748-Los-Alisos-Middle-School/reviews/,https://www.greatschools.org/california/norwalk/11748-Los-Alisos-Middle-School/,Norwalk
Corvallis Middle School,"11032 Leffingwell Road, Norwalk, CA, 90650","4
",5,4,4,"['Middle school', 'Public district']",4.8,https://www.greatschools.org/california/norwalk/2714-Corvallis-Middle-School/reviews/,https://www.greatschools.org/california/norwalk/2714-Corvallis-Middle-School/,Norwalk
Nettie L. Waite Middle School,"14320 Norwalk Boulevard, Norwalk, CA, 90650","3
",5,2,2,"['Middle school', 'Public district']",4.6,https://www.greatschools.org/california/norwalk/2739-Nettie-L.-Waite-Middle-School/reviews/,https://www.greatschools.org/california/norwalk/2739-Nettie-L.-Waite-Middle-School/,Norwalk
Pacific Ohana Acdemy,"12026 Sproul Street, Norwalk, CA, 90650","3
",N/A,N/A,N/A,"['Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/norwalk/33578-Pacific-Ohana-Acdemy/,Norwalk
Norwalk High School,"11356 Leffingwell Road, Norwalk, CA, 90650","7
",N/A,6,7,"['High school', 'Public district']",3.4,https://www.greatschools.org/california/norwalk/2736-Norwalk-High-School/reviews/,https://www.greatschools.org/california/norwalk/2736-Norwalk-High-School/,Norwalk
John H. Glenn High School,"13520 Shoemaker Avenue, Norwalk, CA, 90650","4
",N/A,3,4,"['High school', 'Public district']",4,https://www.greatschools.org/california/norwalk/2724-John-H.-Glenn-High-School/reviews/,https://www.greatschools.org/california/norwalk/2724-John-H.-Glenn-High-School/,Norwalk
LuTEC,"11943 Rosecrans Avenue, Norwalk, CA, 90650","4
",N/A,N/A,N/A,"['High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/norwalk/33764-LuTEC/,Norwalk
Theodore Roosevelt Elementary School,"850 North Cordova Street, Burbank, CA, 91505","8
",9,9,7,"['Elementary school', 'Public district']",4.6,https://www.greatschools.org/california/burbank/1566-Theodore-Roosevelt-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1566-Theodore-Roosevelt-Elementary-School/,Burbank
George Washington Elementary School,"2322 North Lincoln Street, Burbank, CA, 91504","8
",9,7,6,"['Elementary school', 'Public district']",4.8,https://www.greatschools.org/california/burbank/1568-George-Washington-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1568-George-Washington-Elementary-School/,Burbank
Walt Disney Elementary School,"1220 West Orange Grove Avenue, Burbank, CA, 91506","7
",5,8,8,"['Elementary school', 'Public district']",4.2,https://www.greatschools.org/california/burbank/1555-Walt-Disney-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1555-Walt-Disney-Elementary-School/,Burbank
Ralph Emerson Elementary School,"720 East Cypress Avenue, Burbank, CA, 91501","7
",7,7,6,"['Elementary school', 'Public district']",4.5,https://www.greatschools.org/california/burbank/1557-Ralph-Emerson-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1557-Ralph-Emerson-Elementary-School/,Burbank
Thomas Jefferson Elementary School,"1900 North 6th Street, Burbank, CA, 91504","7
",6,8,7,"['Elementary school', 'Public district']",4.2,https://www.greatschools.org/california/burbank/1559-Thomas-Jefferson-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1559-Thomas-Jefferson-Elementary-School/,Burbank
R. L. Stevenson Elementary School,"3333 West Oak Street, Burbank, CA, 91505","7
",6,9,7,"['Elementary school', 'Public district']",4.3,https://www.greatschools.org/california/burbank/1567-R.-L.-Stevenson-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1567-R.-L.-Stevenson-Elementary-School/,Burbank
Thomas Edison Elementary School,"2110 West Chestnut Street, Burbank, CA, 91506","6
",5,8,7,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/burbank/1556-Thomas-Edison-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1556-Thomas-Edison-Elementary-School/,Burbank
Bret Harte Elementary School,"3200 Jeffries Avenue, Burbank, CA, 91505","6
",5,8,7,"['Elementary school', 'Public district']",4.8,https://www.greatschools.org/california/burbank/1558-Bret-Harte-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1558-Bret-Harte-Elementary-School/,Burbank
William Mckinley Elementary School,"349 West Valencia Avenue, Burbank, CA, 91506","6
",7,6,4,"['Elementary school', 'Public district']",4.3,https://www.greatschools.org/california/burbank/1561-William-Mckinley-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1561-William-Mckinley-Elementary-School/,Burbank
Joaquin Miller Elementary School,"720 East Providencia Avenue, Burbank, CA, 91501","6
",6,7,6,"['Elementary school', 'Public district']",4,https://www.greatschools.org/california/burbank/1562-Joaquin-Miller-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1562-Joaquin-Miller-Elementary-School/,Burbank
Providencia Elementary School,"1919 North Ontario Street, Burbank, CA, 91505","6
",5,8,6,"['Elementary school', 'Public district']",4.6,https://www.greatschools.org/california/burbank/1565-Providencia-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/1565-Providencia-Elementary-School/,Burbank
Rainbow School,"1817 West Burbank Boulevard, Burbank, CA, 91506","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",3,N/A,https://www.greatschools.org/california/burbank/18212-Rainbow-School/,Burbank
Village Nursery School,"3306 West Victory Boulevard, Burbank, CA, 91505","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",3,N/A,https://www.greatschools.org/california/burbank/18220-Village-Nursery-School/,Burbank
New Generation,"3821 West Victory Boulevard, Burbank, CA, 91505","6
",N/A,N/A,N/A,"['Elementary school', 'Private']",5,N/A,https://www.greatschools.org/california/burbank/18224-New-Generation/,Burbank
Abc School House,"4102 West Victory Boulevard, Burbank, CA, 91505","6
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/burbank/18225-Abc-School-House/,Burbank
Burbank Edu-Care Preschool,"1709 West Victory Boulevard, Burbank, CA, 91506","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",5,N/A,https://www.greatschools.org/california/burbank/24174-Burbank-Edu-Care-Preschool/,Burbank
Travis Weaver Children's Center,"521 East Olive Avenue, Burbank, CA, 91501","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/burbank/27948-Travis-Weaver-Childrens-Center/,Burbank
Brighton Hall School,"755 North Whitnall Highway, Burbank, CA, 91505","6
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",3.7,N/A,https://www.greatschools.org/california/los-angeles/10158-San-Fernando-Valley/,Burbank
Little Angels Academy Burbank Inc.,"721 South San Fernando Boulevard, Burbank, CA, 91502","6
",N/A,N/A,N/A,"['Elementary school', 'Private']",4.6,https://www.greatschools.org/california/burbank/11320-Little-Angels-Academy-Burbank-Inc./reviews/,https://www.greatschools.org/california/burbank/11320-Little-Angels-Academy-Burbank-Inc./,Burbank
Media Center Montessori Preschool,"3711 West Clark Avenue, Burbank, CA, 91505","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",4.3,N/A,https://www.greatschools.org/california/burbank/12850-Media-Center-Montessori-Preschool/,Burbank
Burbank Adult,"3811 Allan Avenue, Burbank, CA, 91505","6
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/burbank/14075-Burbank-Adult/,Burbank
Study Circle Preschool & Kindergarten,"310 East Alameda Avenue, Burbank, CA, 91502","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",4.9,https://www.greatschools.org/california/burbank/15748-Study-Circle-Preschool--Kindergarten/reviews/,https://www.greatschools.org/california/burbank/15748-Study-Circle-Preschool--Kindergarten/,Burbank
Brighton Hall,"755 North Whitnall Highway, Burbank, CA, 91505","6
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",4.8,https://www.greatschools.org/california/burbank/16133-Brighton-Hall/reviews/,https://www.greatschools.org/california/burbank/16133-Brighton-Hall/,Burbank
Innovative Concepts Academy,"830 North Naomi Street, Burbank, CA, 91505","6
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/burbank/17181-Innovative-Concepts-Academy/,Burbank
Horace Mann,"3401 Scott Road, Burbank, CA, 91504","6
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Public district']",1,N/A,https://www.greatschools.org/california/burbank/17577-Horace-Mann/,Burbank
Burbank Montessori Academy,"217 North Hollywood Way, Burbank, CA, 91505","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",5,https://www.greatschools.org/california/burbank/9602-Burbank-Montessori-Academy/reviews/,https://www.greatschools.org/california/burbank/9602-Burbank-Montessori-Academy/,Burbank
MEDIA CENTER MONTESSORI PRE-SCHOOL/KINDERGARTEN,"1601 West Magnolia Boulevard, Burbank, CA, 91506","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/burbank/32520-MEDIA-CENTER-MONTESSORI-PRE-SCHOOL-KINDERGARTEN/,Burbank
Montessori Academy,"1920 W GLENOAKS BLVD, Burbank, CA, 91504","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/burbank/33092-Montessori-Academy/,Burbank
Burbank Edu Care Preschool,"1709 West Victory Boulevard, Burbank, CA, 91506","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/burbank/33400-Burbank-Edu-Care-Preschool/,Burbank
Saint Francis Xavier School,"3601 Scott Road, Burbank, CA, 91504","6
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",3.7,https://www.greatschools.org/california/burbank/7844-Saint-Francis-Xavier-School/reviews/,https://www.greatschools.org/california/burbank/7844-Saint-Francis-Xavier-School/,Burbank
St. Robert Bellarmine Elementary School,"154 North 5th Street, Burbank, CA, 91501","6
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",3.2,https://www.greatschools.org/california/burbank/7845-St.-Robert-Bellarmine-Elementary-School/reviews/,https://www.greatschools.org/california/burbank/7845-St.-Robert-Bellarmine-Elementary-School/,Burbank
Saint Finbar School,"2120 West Olive Avenue, Burbank, CA, 91506","6
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",2.6,https://www.greatschools.org/california/burbank/7994-Saint-Finbar-School/reviews/,https://www.greatschools.org/california/burbank/7994-Saint-Finbar-School/,Burbank
